title,slug,active_installs,relevance
Woocommerce Custom Checkout Fields Editor With Drag &amp; Drop,woo-custom-checkout-fields,100,0
Simple Author Box,simple-author-box,40000,0
"Woody ad snippets &#8211; insert any code, text, or ads by conditions",insert-php,90000,0
MB Rest API,mb-rest-api,1000,0
MASS Users Password Reset,mass-users-password-reset,900,0
"MembershipWorks &#8211; Membership, Events &amp; Directory",memberfindme,2000,0
HTML Contact Form,html-contact-form,1000,0
WP HTML Mail &#8211; Email Designer,wp-html-mail,10000,0
ALO EasyMail Newsletter,alo-easymail,10000,0
Posterno &#8211; Listings Directory &amp; Classifieds,posterno,0,0
Backend Custom Fields For Forms Management System,backend-custom-fields,40,0
Click to Chat for WhatsApp,click-to-chat-for-whatsapp,100000,0
Contact Form Plugin,contact-form-lite,8000,0
"Popup Maker &#8211; Popup Forms, Optins &amp; More",popup-maker,300000,0
Boost Yoast Analysis CFS,boost-yoast-analysis-cfs,20,0
Pie Register &#8211; Custom Registration Form and User Login WordPress Plugin,pie-register,8000,0
Chamber Dashboard Business Directory,chamber-dashboard-business-directory,1000,0
Custom Twitter Feeds,custom-twitter-feeds,60000,0
WP No External Links,no-external-links,5000,0
"GetSiteControl &#8211; WordPress Popups, Email Optin Forms, Website Surveys &amp; Live Chat Widget",getsitecontrol,7000,0
Secondary Title,secondary-title,8000,0
Oi Yandex.Maps for WordPress,oi-yamaps,7000,0
Import Products from any XML or CSV to WooCommerce,woocommerce-xml-csv-product-import,30000,0
Schema &amp; Structured Data for WP &amp; AMP,schema-and-structured-data-for-wp,10000,0
Variation Swatches for WooCommerce,woo-variation-swatches,60000,0
ACF: Advanced Taxonomy Selector,acf-advanced-taxonomy-selector,900,0
Advanced Comment Form,comment-form,4000,0
Silent Publish,silent-publish,100,0
Tealium,tealium,600,0
WP Photo Album Plus,wp-photo-album-plus,20000,0
Shortcodes Ultimate,shortcodes-ultimate,800000,0
Easy Query &#8211; WP Query Builder,easy-query,900,0
Chatra Live Chat + Cart Saver,chatra-live-chat,4000,0
Memphis Documents Library,memphis-documents-library,6000,0
Contact Form 7 Mailchimp,cf7-mailchimp,300,0
Native Custom Fields Meta Box and ACF,native-custom-fields-meta-box-and-acf,0,0
Testimonial Rotator,testimonial-rotator,50000,0
YITH Custom Thank You Page for Woocommerce,yith-custom-thank-you-page-for-woocommerce,2000,0
Visual Admin Customizer,visual-admin-customizer,600,0
CIO Custom Field Groups for PODS,custom-field-groups-for-pods,90,0
Better Search Replace,better-search-replace,700000,0
Advanced Booking Calendar,advanced-booking-calendar,4000,0
TP Framework,tp-framework,70,0
WooCommerce &#8211; MailerLite,woo-mailerlite,2000,0
WordPress Online Booking and Scheduling Plugin – Bookly,bookly-responsive-appointment-booking-tool,20000,0
Redirect Post to URL,redirect-post-to-url,1000,0
Contest Code Checker,contest-code-checker,100,0
Supertext Translation,polylang-supertext,40,0
Easy Property Listings,easy-property-listings,6000,0
Page Generator,page-generator,2000,0
Post/Page specific custom CSS,postpage-specific-custom-css,1000,0
Keyring Social Importers,keyring-social-importers,300,0
Gravity Forms Salesforce,gf-salesforce-crmperks,300,0
Custom Post Limits,custom-post-limits,3000,0
Ultimate CMS,ultimate-cms,200,0
WP REST API POST/ PAGE CUSTOM FIELDS,wp-rest-api-post-page-custom-fields,0,0
WP Event Manager,wp-event-manager,3000,0
"Custom Login Page Customizer | admin login, client login and forgot password forms/pages",arrow-login-page,200,0
"Product GTIN (EAN, UPC, ISBN) for WooCommerce",product-gtin-ean-upc-isbn-for-woocommerce,1000,0
Story Chief,story-chief,1000,0
Contact Form Email,contact-form-to-email,30000,0
Live Chat with Facebook Messenger,fb-messenger-live-chat,30000,0
Toolbar Publish Button,toolbar-publish-button,10000,0
GS Custom Login,gs-custom-login,200,0
Product Sales Report for WooCommerce,product-sales-report-for-woocommerce,7000,0
"WordPress Social Login (Facebook, Google, Twitter)",miniorange-login-openid,30000,0
Woocommerce Customer Delivery Date Time Selection,woocommerce-customer-delivery-date-time-selection,200,0
Elementor Page Builder,elementor,2000000,0
Jobs for WordPress,job-postings,3000,0
WPS Hide Login,wps-hide-login,400000,0
Mautic WooCommerce Integration &#8211; Open Source Marketing Automation,enhanced-woocommerce-mautic-integration,100,0
Ultimate LinkedIn Integration,linkedin-login,1000,0
Gravity Forms FreshDesk Plugin,gf-freshdesk,100,0
CM On Demand Search And Replace,cm-on-demand-search-and-replace,4000,0
Save Abandoned Carts &#8211; WooCommerce Live Checkout Field Capture,woo-save-abandoned-carts,2000,0
IntelliWidget Per Page Custom Menus and Dynamic Content,intelliwidget-per-page-featured-posts-and-menus,2000,0
WP Smart Export (Free),wp-smart-export,200,0
Custom Taxonomy Order,custom-taxonomy-order-ne,20000,0
WP Live Chat Support,wp-live-chat-support,50000,0
Contact Form 7 Database &#8211; CFDB7,advanced-cf7-database,400,0
"WP User &#8211; Custom Registration Forms, Login and User Profile",wp-user,1000,0
WOOEXIM &#8211; WooCommerce Export Import Plugin,wooexim,800,0
Contact Form by BestWebSoft,contact-form-plugin,100000,0
Simple Ajax Chat,simple-ajax-chat,2000,0
Todo Custom Field,todo-custom-field,0,0
Import Properties into RealHomes Theme,realhomes-xml-csv-property-listings-import,800,0
Contact Form 7 &#8211; PayPal &amp; Stripe Add-on,contact-form-7-paypal-add-on,10000,0
Pods Beaver Themer Add-On,pods-beaver-builder-themer-add-on,5000,0
Forms by CaptainForm &#8211; Form Builder for WordPress,captainform,20000,0
WP REST Menus,wp-rest-menu,70,0
WC4BP -&gt; Checkout Manager,woocommerce-buddypress-integration-xprofile-checkout-manager,100,0
Easy WP Meta Description,easy-wp-meta-description,8000,0
Contact Form Plugin &#8211; FluentForm &#8211; Best Drag and Drop Form Builder Plugin for WordPress,fluentform,2000,0
CMB2 Field Type: Font Awesome,cmb2-field-type-font-awesome,500,0
Custom Searchable Data Entry System,custom-searchable-data-entry-system,2000,0
ACF: Rus-To-Lat,acf-rus-to-lat,5000,0
Dynamic Conditions,dynamicconditions,2000,0
Cyr to Lat reloaded – transliteration of links and file names,cyr-and-lat,20000,0
Seraphinite Post .DOCX Source,seraphinite-post-docx-source,300,0
WooCommerce Bulk Edit Coupons &#8211; WP Sheet Editor,woo-coupons-bulk-editor,60,0
MRW Web Design Simple TinyMCE,mrw-web-design-simple-tinymce,700,0
Age Gate,age-gate,10000,0
Advanced Post List,advanced-post-list,5000,0
WP-AppKit &#8211; Mobile apps and PWA for WordPress,wp-appkit,1000,0
Gutenberg Page Building Toolkit – EditorsKit,block-options,600,0
WP Real Estate,wp-real-estate,800,0
Product Excel Import &amp; Bulk Edit for WooCommerce,webd-woocommerce-product-excel-importer-bulk-edit,200,0
Head &amp; Footer Code,head-footer-code,30000,0
"WooCommerce PDF Builder, Create invoices, packing slips and more",woo-pdf-invoice-builder,1000,0
WP Accessibility,wp-accessibility,20000,0
JoeBooking &#8211; Time Slot Booking,joebooking,100,0
VO Store Locator &#8211; WP Store Locator Plugin,vo-locator-the-wp-store-locator,600,0
Good old Share,good-old-share,500,0
Post My CF7 Form,post-my-contact-form-7,1000,0
Sitemap,sitemap,50000,0
WP Private Content Plus,wp-private-content-plus,9000,0
Import Listings into WP Pro Real Estate 7,wp-pro-real-estate-7-xml-csv-property-listings-import,400,0
Kanban Boards for WordPress,kanban,1000,0
Toolbar Extras for Elementor &#8211; WordPress Admin Bar Enhanced,toolbar-extras,10000,0
Participants Database,participants-database,10000,0
WordPress Media Library Folders,media-library-plus,9000,0
Import Properties into the Reales WP Theme,reales-wp-xml-csv-property-listings-import,100,0
PlanSo Forms,planso-forms,10000,0
Easy Forms for Mailchimp,yikes-inc-easy-mailchimp-extender,100000,0
WordPress Product Excel Import &amp; Export for WooCommerce,woo-product-excel-importer,1000,0
Gwolle Guestbook,gwolle-gb,40000,0
Flo Forms &#8211; Easy Drag &amp; Drop Form Builder,flo-forms,10000,0
Advanced Custom Fields: CommonMark Field,acf-commonmark,0,0
Post Status Menu Items,post-status-menu-items,600,0
AccessPress Custom Post Type,accesspress-custom-post-type,600,0
Genesis Featured Page Advanced,genesis-featured-page-advanced,10000,0
AddToAny Share Buttons,add-to-any,500000,0
Press Elements &#8211; Widgets for Elementor,press-elements,20000,0
WooCommerce Easy Booking,woocommerce-easy-booking-system,5000,0
smart Custom Display Name,smart-custom-display-name,300,0
Import Listings into the Listable Theme,import-xml-csv-listings-to-listable-theme,400,0
Simple Job Board,simple-job-board,20000,0
Handy Custom Fields,handy-custom-fields,0,0
Duplicate Page,duplicate-page,900000,0
WooCommerce Custom Product Tabs Lite,woocommerce-custom-product-tabs-lite,10000,0
Absolutely Glamorous Custom Admin,ag-custom-admin,40000,0
Flash Toolkit,flash-toolkit,30000,0
WP Multisite Content Copier,wp-multisite-content-copier,200,0
Post SMTP Mailer/Email Log,post-smtp,100000,0
IMPress for IDX Broker,idx-broker-platinum,9000,0
ACF PHP VARS,acf-php-vars,40,0
Date and Time Picker Field,acf-field-date-time-picker,10000,0
Top 10  &#8211; Popular posts plugin for WordPress,top-10,30000,0
Contact Form 7 Infusionsoft,cf7-infusionsoft,100,0
Booking Ultra Pro Appointments Booking Calendar Plugin,booking-ultra-pro,4000,0
Divi Supreme Modules,supreme-modules-for-divi,10000,0
Pronamic Events,pronamic-events,300,0
Meta Box &#8211; Beaver Themer Integrator,meta-box-beaver-themer-integrator,200,0
FV Flowplayer Video Player,fv-wordpress-flowplayer,40000,0
Panda Pods Repeater Field,panda-pods-repeater-field,400,0
"Contact Form Builder, Contact Widget",contact-forms-builder,8000,0
Contact Forms Plugin &#8211; Contact Bank,contact-bank,10000,0
Connections Business Directory Open Hours,connections-business-directory-hours,300,0
Tabs,tabs,2000,0
Google Books Importer,google-books-importer,50,0
Google Analytics Dashboard for WP by ExactMetrics (formerly GADWP),google-analytics-dashboard-for-wp,1000000,0
WPPayForm for Stripe WordPress Payments Plugin,wp-payment-form,200,0
WooCommerce Salesforce Integration,woo-salesforce-plugin-crm-perks,60,0
ACF Blocks – The Ultimate Gutenberg Blocks Suite,acf-blocks,100,0
Contact Form X,contact-form-x,100,0
AJAX Login and Registration modal popup + inline form,ajax-login-and-registration-modal-popup,5000,0
ACF Recent Posts Widget,acf-recent-posts-widget,1000,0
MobiLoud &#8211; WordPress Mobile App &#8211; Convert your WordPress Website to Native Mobile Apps,mobiloud-mobile-app-plugin,2000,0
BuddyForms Ultimate Member,buddyforms-ultimate-member,400,0
"Business Manager &#8211; HR, ERP &amp; Projects",business-manager,300,0
Shortcodes and extra features for Phlox theme,auxin-elements,40000,0
WC &#8211; APG NIF/CIF/NIE Field,wc-apg-nifcifnie-field,3000,0
Codup Woocommerce Custom Fields,codup-woocommerce-custom-fields,0,0
MaxiCharts,maxicharts,700,0
COD Order Confirmation for India,cod-confirmation-for-india,60,0
MB Relationships,mb-relationships,600,0
Import Settings into WordPress SEO by Yoast,yoast-seo-settings-xml-csv-import,20000,0
Advanced Custom Fields: Snippets,acf-snippets,0,0
Genesis Custom Footer,genesis-custom-footer,10000,0
Max Mega Menu,megamenu,300000,0
Photo Gallery &#8211; Image Gallery by Ape,gallery-images-ape,6000,0
tao-schedule-update,tao-schedule-update,5000,0
Advanced Shipment Tracking for WooCommerce,woo-advanced-shipment-tracking,7000,0
PIKLIST | Rapid development framework,piklist,8000,0
WP smart CRM &amp; Invoices FREE,wp-smart-crm-invoices-free,300,0
WooCommerce MailChimp Newsletter Discount,woo-mailchimp-newsletter-discount,60,0
PDF24 Articles To PDF,pdf24-posts-to-pdf,200,0
Adminimize,adminimize,200000,0
Insightly for Contact Form 7 and Ninja Forms,cf7-insightly,100,0
Gutenberg,gutenberg,200000,0
WP Job Manager,wp-job-manager,100000,0
Zephyr Project Manager,zephyr-project-manager,200,0
Social Media Share Buttons | MashShare,mashsharer,70000,0
Meta Box &#8211; Elementor Integrator,mb-elementor-integrator,300,0
Conekta Payment Gateway,conekta-payment-gateway,2000,0
Custom Banners,custom-banners,7000,0
WP User Avatar,wp-user-avatar,300000,0
Smooth Slider,smooth-slider,10000,0
CMP &#8211; Coming Soon &amp; Maintenance Plugin by NiteoThemes,cmp-coming-soon-maintenance,60000,0
Gator Forms: the WordPress Contact Form with bite!,pwebcontact,4000,0
Feature A Page Widget,feature-a-page-widget,10000,0
Site Reviews,site-reviews,10000,0
Lazy Sign-in,lazy-sign-in,100,0
WP-Property &#8211; WordPress Powered Real Estate and Property Management,wp-property,5000,0
Sports Club Management,sports-club-management,100,0
Easy ACF Connect For Themer,easy-acf-connect-for-themer,100,0
WP Custom field for Gutenberg Editor,wp-custom-field-for-gutenberg-editor,0,0
Falcon &#8211; WordPress Optimization,falcon,1000,0
Advanced Custom Fields Page Builder,acf-page-builder,300,0
Contact Form &amp; Lead Form Builder,lead-form-builder,10000,0
WordPress Login Form,wp-login-form,2000,0
Connections Business Directory Login,connections-business-directory-login,400,0
Lucky Wheel for WooCommerce &#8211; Spin a Sale,woo-lucky-wheel,1000,0
Staff Directory &#8211; Employee Directory for WordPress,employee-directory,400,0
Simple Basic Contact Form,simple-basic-contact-form,9000,0
Advanced Custom Fields Code Snippets,acf-code-snippets,0,0
Pojo Custom Fonts,pojo-custom-fonts,10000,0
Gravity Forms Infusionsoft,gf-infusionsoft,100,0
Catchers Helpdesk and Ticket system for Support,catchers-helpdesk,300,0
Newsletter,newsletter,300000,0
Membership by Supsystic,membership-by-supsystic,1000,0
Connections Business Directory Toolbar,connections-toolbar,300,0
Attachments,attachments,20000,0
Business Directory Plugin &#8211; Directories for WordPress,business-directory-plugin,20000,0
Post to CSV by BestWebSoft,post-to-csv,300,0
Reading Time,reading-time,100,0
WordPress Easy Custom Js And Css Plugin,easy-custom-js-and-css,100,0
Woocommerce Custom Tabs,woocommerce-custom-tabs,3000,0
Woo Custom Emails Per Product,woo-custom-emails-per-product,4000,0
Child Theme Configurator,child-theme-configurator,200000,0
Staff List,staff-list,3000,0
Advanced Custom Fields: Accordion Tab Field,acf-accordion,3000,0
Advanced Custom Fields: Media Field,acf-media,0,0
JSM&#039;s Show Term Meta,jsm-show-term-meta,70,0
Query Wrangler,query-wrangler,1000,0
Kama Thumbnail,kama-thumbnail,9000,0
Custom Login | Login page Styler,login-page-styler,9000,0
API Bing Map 2018,api-bing-map-2018,1000,0
WP Full Stripe Free,wp-full-stripe-free,2000,0
ShortPixel Image Optimizer,shortpixel-image-optimiser,100000,0
Image Widget,image-widget,300000,0
Subtitles,subtitles,10000,0
MaxiCharts Gravity Forms Source add-on,maxicharts-gravity-forms-source-add-on,600,0
Sogo Calendar Widget,sogo-calendar-widget,100,0
Connections Business Directory Languages,connections-business-directory-languages,100,0
Object Sync for Salesforce,object-sync-for-salesforce,200,0
Ultimate Posts Widget,ultimate-posts-widget,30000,0
Advanced Custom Fields : Field Name Copier,acf-field-name-copier,0,0
Testimonials Widget,testimonials-widget,40000,0
CP Author Online,cp-author-online,40,0
WooPrice Calculator,woo-price-calculator,2000,0
Contact Form for WordPress &#8211; Ultimate Form Builder Lite,ultimate-form-builder-lite,30000,0
nLingual,nlingual,70,0
My Custom Styles,my-custom-styles,600,0
Ecalypse Rental Starter,ecalypse-rental-starter,300,0
WP Simple Pay Lite Companion,stripe-checkouts,200,0
Logo Slider and Showcase,wp-logo-showcase,9000,0
WordPress Contact Forms by Cimatti,contact-forms,3000,0
Best Contact Management Software for WordPress,wp-easy-contact,500,0
Styler for WPForms,styler-for-wpforms,6000,0
WordPress Bootscraper,wp-bootscraper,90,0
CMS2CMS: Automated Joomla To WordPress Migration,cms2cms-joomla-to-wp-migration,300,0
Groundhogg — Marketing Automation &amp; CRM for WordPress,groundhogg,200,0
(Simply) Guest Author Name,guest-author-name,3000,0
PublishPress &#8211; Professional publishing tools for WordPress,publishpress,2000,0
Coupon Box for WooCommerce,woo-coupon-box,1000,0
Checkout Files Upload for WooCommerce,checkout-files-upload-woocommerce,2000,0
Smart Slider 3,smart-slider-3,400000,0
Obfuscate Email,obfuscate-email,10000,0
WC Catalog Enquiry,woocommerce-catalog-enquiry,10000,0
Contact form 7 Custom validation,cf7-field-validation,3000,0
Best Customer Customer Service Software &amp; Support Ticket System for WordPress,wp-ticket,400,0
Google Map for Contact Form 7,cf7-google-map,800,0
10Web Social Feed for Instagram,wd-instagram-feed,80000,0
Boat Dealer,boatdealer,90,0
Google Analytics Dashboard Plugin for WordPress by MonsterInsights,google-analytics-for-wordpress,2000000,0
Select 2 Post Selector,select2-post-selector,100,0
WOOCS &#8211; Currency Switcher for WooCommerce. Multi Currency and Multi Pay for WooCommerce,woocommerce-currency-switcher,40000,0
ACF Page Builder Field,acf-page-builder-field,900,0
Multisite Post Duplicator,multisite-post-duplicator,1000,0
Contact Form 7 Cost Calculator &#8211; Price Calculation Free,cf7-cost-calculator-price-calculation,4000,0
Form Builder | Create Responsive Contact Forms,contact-form-add,10000,0
Page Builder by SiteOrigin,siteorigin-panels,1000000,0
Custom Login Page Customizer &#8211; Login Designer,login-designer,9000,0
Multiple Post Passwords,multiple-post-passwords,600,0
Contact Form 7 Polylang Module,cf7-polylang,6000,0
Form &#8211; Contact Form,form-forms,700,0
WP e-Commerce &#8211; Store Exporter,wp-e-commerce-exporter,400,0
Duplicate taxonomy terms and ACF fields,duplicate-taxonomy-terms-and-acf-fields,100,0
bpost shipping,bpost-shipping,800,0
BP WC Vendors,bp-wc-vendors,300,0
Contact Form 7 Style,contact-form-7-style,50000,0
ACF Color Swatches,acf-color-swatches,800,0
PCo Image Widget Field,pco-image-widget-field,400,0
Simple Staff List,simple-staff-list,8000,0
Revolution for Elementor,revolution-for-elementor,300,0
Custom Price Labels for WooCommerce,woocommerce-custom-price-label,2000,0
Taxonomy filter,taxonomy-filter,800,0
WordPress Tooltips,wordpress-tooltips,4000,0
Import Property Listings into WP Residence,wp-residence-add-on-for-wp-all-import,800,0
FormCraft &#8211; Contact Form Builder for WordPress,formcraft-form-builder,7000,0
WooCommerce Add Custom Fee,woo-add-custom-fee,800,0
Custom Products for WooCommerce,custom-products-for-woocommerce,200,0
Category and Taxonomy Image,wp-custom-taxonomy-image,7000,0
ACF: Image Hotspots Field,acf-image-mapping-hotspots,1000,0
Anton Extensions,4nton-extensions,40,0
Leaflet Map,leaflet-map,10000,0
Responsive Grid Gallery with Custom Links,responsive-grid-gallery-with-custom-links,2000,0
Connections Business Directory Face Detect,connections-business-directory-face-detect,100,0
WP Github Commits,wp-github-commits,50,0
Cornerstone,cornerstone,100000,0
CMB2 Admin Extension,cmb2-admin-extension,400,0
Coming soon and Maintenance mode,coming-soon-page,20000,0
"Booking calendar, Appointment Booking System",booking-calendar,6000,0
Visual Portfolio,visual-portfolio,20000,0
Team Members Staff Showcase Plugin &#8211; Employee Spotlight,employee-spotlight,1000,0
Post Types Order,post-types-order,500000,0
SMS Alert Order Notifications &#8211; WooCommerce,sms-alert,1000,0
"Print, PDF, Email by PrintFriendly",printfriendly,50000,0
Schema App Structured Data,schema-app-structured-data-for-schemaorg,10000,0
Head and Footer Scripts Inserter,header-and-footer-scripts-inserter,30000,0
Meta Box for Yoast SEO,meta-box-yoast-seo,1000,0
Contact Form to Manage and respond to conversations with customers — HappyForms,happyforms,20000,0
WP Posts Master,wp-posts-master,1000,0
WP e-Commerce &#8211; Store Toolkit,wp-e-commerce-store-toolkit,500,0
PCRecruiter Extensions,pcrecruiter-extensions,400,0
Easy Accordion &#8211; Best Accordion FAQ Plugin for WordPress,easy-accordion-free,4000,0
Simple CSV/XLS Exporter,simple-csv-xls-exporter,4000,0
Contact Form 7 Honeypot,contact-form-7-honeypot,200000,0
CB Custom Beaver Builder Modules,cb-custom-modules,4000,0
WP ULike,wp-ulike,20000,0
Permalinks Customizer,permalinks-customizer,4000,0
Category Posts in Custom Menu,category-posts-in-custom-menu,6000,0
Responsive Pricing Table,dk-pricr-responsive-pricing-table,20000,0
Connections Business Directory Hobbies,connections-business-directory-hobbies,50,0
Quick Restaurant Reservations,quick-restaurant-reservations,200,0
Advanced Custom Fields: Date Selector,acf-date-selector,0,0
Best Import,best-import,1000,0
Custom field tab for woocommerce product,custom-field-tab-for-woocommerce-product,0,0
Wow Forms &#8211; create any form with custom style,mwp-forms,200,0
WooCommerce SuperFaktura,woocommerce-superfaktura,700,0
Page Title Splitter,page-title-splitter,1000,0
Enhanced Media Library,enhanced-media-library,100000,0
Youtube Widget Responsive,youtube-widget-responsive,20000,0
WooCommerce Variation Swatches,woo-product-variation-swatches,1000,0
Mailjet Email Newsletter Marketing,mailjet-for-wordpress,10000,0
Zendesk Support for WordPress,zendesk,5000,0
Gravity Forms Zoho CRM Add-on,gf-zoho,60,0
Appointment Booking Calendar,appointment-booking-calendar,5000,0
"WordPress Social Share, Social Login and Social Comments Plugin &#8211; Super Socializer",super-socializer,60000,0
ATUM Inventory Management for WooCommerce,atum-stock-manager-for-woocommerce,7000,0
Post Custom Templates Lite,post-custom-templates-lite,1000,0
SiteOrigin Widgets Bundle,so-widgets-bundle,1000000,0
Responsive Filterable Portfolio,responsive-filterable-portfolio,3000,0
"WooCommerce Smart Manager &#8211; Manage and Bulk Edit Products, Orders, Post types &amp; more&#8230;",smart-manager-for-wp-e-commerce,10000,0
Magic Tooltips For Contact Form 7,magic-tooltips-for-contact-form-7,700,0
Tickera &#8211; WordPress Event Ticketing,tickera-event-ticketing-system,9000,0
Redirection,redirection,1000000,0
AudioIgniter,audioigniter,4000,0
Contact Form 7 Dynamics CRM,cf7-dynamics-crm,60,0
Advanced Custom Fields: Widget,advanced-custom-fields-widget,600,0
Multi Rating,multi-rating,6000,0
WP Multilang,wp-multilang,10000,0
Buckets,buckets,1000,0
Frontend Uploader,frontend-uploader,8000,0
Quick Contact Form,quick-contact-form,6000,0
"Feed Them Social &#8211; Facebook, Instagram, Twitter, YouTube &amp; Pinterest",feed-them-social,70000,0
Post Category Image With Grid and Slider,post-category-image-with-grid-and-slider,1000,0
Data Tables Generator by Supsystic,data-tables-generator-by-supsystic,30000,0
Get User Custom Field Values,get-user-custom-field-values,300,0
WP Travel,wp-travel,5000,0
Elementor Custom Skin,ele-custom-skin,8000,0
"Cerber Security, Antispam &amp; Malware Scan",wp-cerber,100000,0
Contact Form7 Widget For Elementor Page Builder,cf7-widget-elementor,50000,0
WPCasa All Import,wpcasa-all-import,300,0
WP Advanced PDF,wp-advanced-pdf,2000,0
WooCommerce Zoho Integration,woo-zoho,200,0
Dadevarzan WordPress Gallery,dadevarzan-wp-gallery,100,0
Contact Form With Shortcode,contact-form-with-shortcode,300,0
Easy Newsletter Signups,easy-newsletter-signups,500,0
Easy Login Styler &#8211; White Label Admin Login Page for WordPress,easy-login-styler,4000,0
Polylang,polylang,500000,0
Simple Masonry Gallery,simple-masonry-gallery,1000,0
WP All Import &#8211; WP Job Manager Field Editor Add-On,smyles-wp-job-manager-field-editor-import,70,0
Advanced Widgets for Elementor,advanced-elementor,100,0
Spreadsheet Product Attribute And Tag Manager for WooCommerce and WP E-commerce &#8211; Light,excel-like-product-attribute-and-tag-manager,100,0
EngageBay Forms &#8211; Simple and Powerful Forms to Capture and Nurture Leads,engagebay-forms,30,0
Team,team-showcase,8000,0
Advanced Custom Fields: DB Field,acf-db-field,0,0
BePro Listings Business Directory,bepro-listings-business-directory,200,0
Search by ID,search-by-id,2000,0
User Submit Posts on Frontend with Gutenberg Editor,bulk-edit-posts-on-frontend,0,0
Custom Instagram Feed,easy-instagram-feed,6000,0
WordPress CRM Plugin &#8211; WP-CRM System,wp-crm-system,400,0
WordPress Carousel &#8211; Responsive Image Slider for WordPress,wp-carousel-free,10000,0
Paid Memberships Pro,paid-memberships-pro,80000,0
Clean Unused Medias,clean-unused-medias,200,0
Date/Time Fields for Gravity Forms,datetime-fields-for-gravityforms,200,0
Custom Tabs &amp; Fields for Woocommerce,moodgiver-custom-tabs-fields-for-woocommerce,0,0
Modern Events Calendar Lite,modern-events-calendar-lite,10000,0
DCO Insert Analytics Code,dco-insert-analytics-code,7000,0
Top Bar,top-bar,10000,0
Tooltip CK,tooltip-ck,1000,0
123ContactForm for WordPress,123contactform-for-wordpress,3000,0
WP Featured Content and Slider,wp-featured-content-and-slider,4000,0
Pop-Up CC,pop-up,4000,0
CP Phone Link,cp-phone-link,100,0
XML Sitemap &amp; Google News,xml-sitemap-feed,100000,0
Genesis Author Pro,genesis-author-pro,4000,0
Simple Business Directory with Maps,phone-directory,300,0
Brozzme Switch and Duplicate,brozzme-switch-duplicate,200,0
Tabs &#8211; Responsive Tabs with  Accordions,vc-tabs,7000,0
WP Sticky Sidebar &#8211; Floating Sidebar On Scroll for Any Theme,mystickysidebar,10000,0
Archive Control,archive-control,1000,0
Payment Forms for Paystack,payment-forms-for-paystack,4000,0
PeepSo &#8211; User Profile and Social Networking Plugin,peepso-core,3000,0
ACF Stylizer,acf-stylizer,70,0
ACF Options For Polylang,acf-options-for-polylang,1000,0
WP Twilio Core,wp-twilio-core,6000,0
KIA Subtitle,kia-subtitle,1000,0
Constant Contact Forms,constant-contact-forms,50000,0
Advanced Custom Fields: Number Slider,advanced-custom-fields-number-slider,1000,0
Image Hover Effects Ultimate &#8211; Captions Hover with Visual Composer Extension,image-hover-effects-ultimate,10000,0
Connections Business Directory Local Time,connections-business-directory-local-time,40,0
PW WooCommerce Let&#039;s Export!,pw-woocommerce-lets-export,0,0
PayPal Buy Now Button,wp-ecommerce-paypal,20000,0
Terra Themes Tools,terra-themes-tools,600,0
Invite Anyone,invite-anyone,8000,0
Login Require Press,loginrequirepress,400,0
"PixelYourSite &#8211; Facebook Pixel, Google Analytics, Head &amp; Footer (WooCommerce, EDD, Events)",pixelyoursite,100000,0
BSK Gravity Forms Blacklist,bsk-gravityforms-blacklist,300,0
WP FullText Search,fulltext-search,600,0
Moosend Subscription Forms for WordPress,moosend,400,0
Add to Cart Button Custom Text,add-to-cart-button-custom-text,5000,0
Accordeon Menu CK,accordeon-menu-ck,600,0
Location &quot;Nav Menu&quot; for ACF,location-nav-menu-for-acf,600,0
"Free Popups, WordPress Lead Generation Opt in, Email Popup, Exit-Intent Popup – Poptin",poptin,8000,0
Frontier Post,frontier-post,2000,0
Zotabox &#8211; 20+ Promotional Sales tools to boost your subscribers and sales,zotabox,3000,0
Required Fields,required-fields,400,0
WP Post Corrector,wp-post-corrector,200,0
UpQode Google Maps,upqode-google-maps,8000,0
Music Store &#8211; WordPress eCommerce,music-store,1000,0
Filter Custom Fields &amp; Taxonomies Light,filter-custom-fields-taxonomies-light,1000,0
BP Profile Shortcodes Extra,bp-profile-shortcodes-extra,800,0
Better Contact Form,better-contact-form,1000,0
Groups,groups,20000,0
Contact Form by FormGet – Best Form Builder Plugin for WordPress,formget-contact-form,10000,0
Solidres &#8211; Hotel booking plugin for WordPress,solidres,200,0
PowerPress Podcasting plugin by Blubrry,powerpress,60000,0
Advanced Ads for WPBakery Page Builder (formerly Visual Composer),ads-for-visual-composer,4000,0
Dadevarzan WordPress Personnel,dadevarzan-wp-personnel,70,0
CRM and Lead Management by vCita,crm-customer-relationship-management-by-vcita,500,0
Appointment booking calendar by BookingRobin for WordPress,bookingrobin,40,0
WP-DB-Table-Editor,wp-db-table-editor,1000,0
"WordPress Advanced Ticket System, Elite Support Helpdesk",wats,700,0
Multi Step Form,multi-step-form,10000,0
Title and Nofollow For Links,title-and-nofollow-for-links,10000,0
WP Support Ticket,wp-support-ticket,80,0
WP Easy Pay &#8211; With Square,wp-easy-pay,2000,0
Coupon Creator,coupon-creator,10000,0
BuddyForms Moderation ( Former: Review Logic ),buddyforms-review,60,0
CM Business Directory,cm-business-directory,400,0
Meta Box Text Limiter,meta-box-text-limiter,700,0
Display Page or Post Details,display-page-or-post-details,0,0
WooCommerce CardConnect Payment Gateway,cardconnect-payment-module,1000,0
