title,slug,my_score,weighted,active_installs,weighted,relevance,weighted,review_count,weighted,avg_rating
Team Builder,team-builder,17.92,8.85,7000,0,0,4.37,79,4.7,4.7
User Meta &#8211; User Profile Builder and User management plugin,user-meta,17.92,8.01,3000,0,0,5.51,248,4.4,4.4
Gravity Forms + Custom Post Types,gravity-forms-custom-post-types,17.91,9.9,20000,0,0,3.61,37,4.4,4.4
Very Simple Event List,very-simple-event-list,17.9,9.21,10000,0,0,3.69,40,5.0,5.0
ACF to REST API,acf-to-rest-api,17.9,9.9,20000,0,0,3.0,20,5.0,5.0
Schema &amp; Structured Data for WP &amp; AMP,schema-and-structured-data-for-wp,17.9,9.21,10000,0,0,4.09,60,4.6,4.6
YourChannel: Everything you want in a YouTube plugin.,yourchannel,17.88,9.21,10000,0,0,3.97,53,4.7,4.7
"Forminator Contact Form, Poll &amp; Quiz Builder",forminator,17.84,9.9,20000,0,0,3.43,31,4.5,4.5
Easy Property Listings,easy-property-listings,17.84,8.7,6000,0,0,4.44,85,4.7,4.7
Simple Basic Contact Form,simple-basic-contact-form,17.84,9.1,9000,0,0,3.93,51,4.8,4.8
ATUM Inventory Management for WooCommerce,atum-stock-manager-for-woocommerce,17.83,8.85,7000,0,0,4.17,65,4.8,4.8
Order Export &amp; Order Import for WooCommerce,order-import-export-for-woocommerce,17.8,9.1,9000,0,0,4.29,73,4.4,4.4
Custom Login Page Customizer by Colorlib,colorlib-login-customizer,17.78,10.31,30000,0,0,2.77,16,4.7,4.7
Advanced Custom Fields: Image Crop Add-on,acf-image-crop-add-on,17.77,9.9,20000,0,0,3.47,32,4.4,4.4
Toolbar Publish Button,toolbar-publish-button,17.75,9.21,10000,0,0,3.74,42,4.8,4.8
Smart Custom Fields,smart-custom-fields,17.74,9.9,20000,0,0,2.83,17,5.0,5.0
WordPress Landing Pages,landing-pages,17.72,9.21,10000,0,0,5.11,166,3.4,3.4
"Booking calendar, Appointment Booking System",booking-calendar,17.72,8.7,6000,0,0,4.42,83,4.6,4.6
WP Multilang,wp-multilang,17.72,9.21,10000,0,0,4.01,55,4.5,4.5
PDF &amp; Print by BestWebSoft,pdf-print,17.7,9.21,10000,0,0,4.29,73,4.2,4.2
"WP ERP &#8211; Complete WordPress Business Manager with HR, CRM &amp; Accounting Systems for Small Businesses",erp,17.7,9.21,10000,0,0,3.99,54,4.5,4.5
Woocommerce Google Feed Manager,wp-product-feed-manager,17.7,9.21,10000,0,0,3.89,49,4.6,4.6
Pie Register &#8211; Custom Registration Form and User Login WordPress Plugin,pie-register,17.69,8.99,8000,0,0,4.8,122,3.9,3.9
Contact Form 7 &#8211; PayPal &amp; Stripe Add-on,contact-form-7-paypal-add-on,17.69,9.21,10000,0,0,4.08,59,4.4,4.4
Booking Ultra Pro Appointments Booking Calendar Plugin,booking-ultra-pro,17.68,8.29,4000,0,0,5.28,197,4.1,4.1
Notification &#8211; Custom Notifications and Alerts for WordPress,notification,17.65,8.52,5000,0,0,4.23,69,4.9,4.9
Secondary Title,secondary-title,17.65,8.99,8000,0,0,3.76,43,4.9,4.9
Constant Contact Forms,constant-contact-forms,17.65,10.82,50000,0,0,3.93,51,2.9,2.9
Gallery Custom Links,gallery-custom-links,17.64,9.21,10000,0,0,3.53,34,4.9,4.9
CC Child Pages,cc-child-pages,17.64,9.21,10000,0,0,3.53,34,4.9,4.9
"WordPress User Registration, Front-end Login &amp; User Profile – ProfilePress",ppress,17.64,8.52,5000,0,0,4.62,102,4.5,4.5
weForms &#8211; Easy Drag &amp; Drop Contact Form Builder For WordPress,weforms,17.64,9.21,10000,0,0,3.53,34,4.9,4.9
"Free Popups, WordPress Lead Generation Opt in, Email Popup, Exit-Intent Popup – Poptin",poptin,17.63,8.99,8000,0,0,4.04,57,4.6,4.6
Salon booking system,salon-booking-system,17.62,8.52,5000,0,0,4.61,100,4.5,4.5
Testimonial Slider,testimonial-slider,17.62,9.21,10000,0,0,4.2,67,4.2,4.2
Elementor Custom Skin,ele-custom-skin,17.62,8.99,8000,0,0,3.64,38,5.0,5.0
Easy Login Styler &#8211; White Label Admin Login Page for WordPress,easy-login-styler,17.62,8.29,4000,0,0,4.33,76,5.0,5.0
Leaflet Map,leaflet-map,17.61,9.21,10000,0,0,3.4,30,5.0,5.0
PayPal Buy Now Button,wp-ecommerce-paypal,17.59,9.9,20000,0,0,2.89,18,4.8,4.8
WOOBE &#8211; Products Bulk Editor for WooCommerce,woo-bulk-editor,17.58,9.9,20000,0,0,3.18,24,4.5,4.5
Youtube Widget Responsive,youtube-widget-responsive,17.58,9.9,20000,0,0,2.77,16,4.9,4.9
AJAX Login and Registration modal popup + inline form,ajax-login-and-registration-modal-popup,17.56,8.52,5000,0,0,4.14,63,4.9,4.9
Tabs &#8211; Responsive Tabs with  Accordions,vc-tabs,17.55,8.85,7000,0,0,3.89,49,4.8,4.8
Feature A Page Widget,feature-a-page-widget,17.54,9.21,10000,0,0,3.33,28,5.0,5.0
Very Simple Contact Form,very-simple-contact-form,17.54,9.21,10000,0,0,3.53,34,4.8,4.8
Multilanguage by BestWebSoft,multilanguage,17.54,9.21,10000,0,0,4.33,76,4.0,4.0
Photo Gallery &#8211; Image Gallery by Ape,gallery-images-ape,17.53,8.7,6000,0,0,4.53,93,4.3,4.3
Stripe Payments for WordPress &#8211; WP Simple Pay,stripe,17.52,9.21,10000,0,0,3.91,50,4.4,4.4
WordPress Carousel &#8211; Responsive Image Slider for WordPress,wp-carousel-free,17.52,9.21,10000,0,0,4.11,61,4.2,4.2
Ad Blocker Notify Lite,adblock-notify-by-bweb,17.52,9.21,10000,0,0,4.2,67,4.1,4.1
Genesis Featured Page Advanced,genesis-featured-page-advanced,17.51,9.21,10000,0,0,3.3,27,5.0,5.0
Form Builder | Create Responsive Contact Forms,contact-form-add,17.49,9.21,10000,0,0,4.08,59,4.2,4.2
Product Customer List for WooCommerce,wc-product-customer-list,17.47,8.7,6000,0,0,3.87,48,4.9,4.9
Estatik Real Estate Plugin,estatik,17.47,8.01,3000,0,0,4.66,106,4.8,4.8
WordPress Online Booking and Scheduling Plugin – Bookly,bookly-responsive-appointment-booking-tool,17.42,9.9,20000,0,0,4.22,68,3.3,3.3
Easy Registration Forms,easy-registration-forms,17.41,8.7,6000,0,0,4.01,55,4.7,4.7
Material Design for Contact Form 7,material-design-for-contact-form-7,17.4,9.21,10000,0,0,3.89,49,4.3,4.3
Contact &#8211; Registration &#8211; Post Form Builder &amp; FrontEnd Editor BuddyForms &#8211; Making WordPress Forms A Breeze,buddyforms,17.4,8.01,3000,0,0,4.69,109,4.7,4.7
WC Catalog Enquiry,woocommerce-catalog-enquiry,17.4,9.21,10000,0,0,3.89,49,4.3,4.3
WP Bulk Delete,wp-bulk-delete,17.39,9.9,20000,0,0,2.89,18,4.6,4.6
"ProfileGrid &#8211; User Profiles, Groups and Communities",profilegrid-user-profiles-groups-and-communities,17.37,8.29,4000,0,0,4.28,72,4.8,4.8
Forms: 3rd-Party Integration,forms-3rdparty-integration,17.37,9.21,10000,0,0,3.26,26,4.9,4.9
Extra Product Options (Product Addons) for WooCommerce,woo-extra-product-options,17.34,9.21,10000,0,0,3.33,28,4.8,4.8
WP Post Popup,wp-post-modal,17.33,8.7,6000,0,0,3.93,51,4.7,4.7
WP Sticky Sidebar &#8211; Floating Sidebar On Scroll for Any Theme,mystickysidebar,17.33,9.21,10000,0,0,3.22,25,4.9,4.9
WP Latest Posts,wp-latest-posts,17.32,9.21,10000,0,0,3.91,50,4.2,4.2
Flexible Checkout Fields for WooCommerce,flexible-checkout-fields,17.31,9.21,10000,0,0,3.5,33,4.6,4.6
Head and Footer Scripts Inserter,header-and-footer-scripts-inserter,17.31,10.31,30000,0,0,2.4,11,4.6,4.6
Psychological tests &amp; quizzes,wp-testing,17.28,8.01,3000,0,0,4.48,88,4.8,4.8
Frontend Uploader,frontend-uploader,17.26,8.99,8000,0,0,3.97,53,4.3,4.3
Simple Staff List,simple-staff-list,17.25,8.99,8000,0,0,3.66,39,4.6,4.6
File Renaming on Upload,file-renaming-on-upload,17.24,9.1,9000,0,0,3.33,28,4.8,4.8
Advanced Post List,advanced-post-list,17.24,8.52,5000,0,0,4.22,68,4.5,4.5
Category Posts in Custom Menu,category-posts-in-custom-menu,17.24,8.7,6000,0,0,3.64,38,4.9,4.9
Status and Order Tracking,order-tracking,17.23,8.7,6000,0,0,3.83,46,4.7,4.7
User Activity Log,user-activity-log,17.22,9.21,10000,0,0,3.71,41,4.3,4.3
Multi Rating,multi-rating,17.19,8.7,6000,0,0,3.99,54,4.5,4.5
Advanced Classifieds &amp; Directory Pro,advanced-classifieds-and-directory-pro,17.18,8.29,4000,0,0,4.19,66,4.7,4.7
PlanSo Forms,planso-forms,17.16,9.21,10000,0,0,3.85,47,4.1,4.1
CyberSEO Lite (CyberSyn),cybersyn,17.14,9.21,10000,0,0,3.83,46,4.1,4.1
NEX-Forms &#8211; Ultimate Form Builder,nex-forms-express-wp-form-builder,17.12,8.99,8000,0,0,4.23,69,3.9,3.9
Product Sales Report for WooCommerce,product-sales-report-for-woocommerce,17.11,8.85,7000,0,0,3.76,43,4.5,4.5
FormCraft &#8211; Contact Form Builder for WordPress,formcraft-form-builder,17.08,8.85,7000,0,0,3.53,34,4.7,4.7
Simple Ajax Chat,simple-ajax-chat,17.06,7.6,2000,0,0,4.66,106,4.8,4.8
PeepSo &#8211; User Profile and Social Networking Plugin,peepso-core,17.05,8.01,3000,0,0,4.64,104,4.4,4.4
WP Travel,wp-travel,17.01,8.52,5000,0,0,3.69,40,4.8,4.8
Flexible Woocommerce Checkout Field Editor,flexible-woocommerce-checkout-field-editor,17.0,8.29,4000,0,0,4.01,55,4.7,4.7
Frontend Post WordPress Plugin &#8211; AccessPress Anonymous Post,accesspress-anonymous-post,16.95,8.99,8000,0,0,3.26,26,4.7,4.7
Brilliant Web-to-Lead for Salesforce,salesforce-wordpress-to-lead,16.94,8.99,8000,0,0,3.56,35,4.4,4.4
WooCommerce Custom Product Tabs Lite,woocommerce-custom-product-tabs-lite,16.94,9.21,10000,0,0,3.33,28,4.4,4.4
Advanced Shipment Tracking for WooCommerce,woo-advanced-shipment-tracking,16.94,8.85,7000,0,0,3.09,22,5.0,5.0
Age Gate,age-gate,16.93,9.21,10000,0,0,3.22,25,4.5,4.5
WordPress Meta Data and Taxonomies Filter (MDTF),wp-meta-data-filter-and-taxonomy-filter,16.92,9.1,9000,0,0,3.22,25,4.6,4.6
Cornerstone,cornerstone,16.92,11.51,100000,0,0,1.61,5,3.8,3.8
Appointment Booking Calendar,appointment-booking-calendar,16.92,8.52,5000,0,0,4.3,74,4.1,4.1
Coupon Creator,coupon-creator,16.91,9.21,10000,0,0,3.5,33,4.2,4.2
Multi Step Form,multi-step-form,16.89,9.21,10000,0,0,3.18,24,4.5,4.5
Team,tlp-team,16.88,8.85,7000,0,0,3.53,34,4.5,4.5
PublishPress &#8211; Professional publishing tools for WordPress,publishpress,16.87,7.6,2000,0,0,4.37,79,4.9,4.9
ACF Theme Code for Advanced Custom Fields,acf-theme-code,16.81,9.1,9000,0,0,2.71,15,5.0,5.0
Simple Links,simple-links,16.81,9.21,10000,0,0,3.3,27,4.3,4.3
Hotfix,hotfix,16.8,9.21,10000,0,0,2.89,18,4.7,4.7
Contact Form for WordPress &#8211; Ultimate Form Builder Lite,ultimate-form-builder-lite,16.8,10.31,30000,0,0,1.79,6,4.7,4.7
Similar Posts &#8211; Best Related Posts Plugin for WordPress,similar-posts,16.79,10.31,30000,0,0,2.48,12,4.0,4.0
Pods Beaver Themer Add-On,pods-beaver-builder-themer-add-on,16.78,8.52,5000,0,0,3.26,26,5.0,5.0
ALO EasyMail Newsletter,alo-easymail,16.74,9.21,10000,0,0,3.53,34,4.0,4.0
Memphis Documents Library,memphis-documents-library,16.73,8.7,6000,0,0,3.83,46,4.2,4.2
Advanced Booking Calendar,advanced-booking-calendar,16.73,8.29,4000,0,0,3.74,42,4.7,4.7
Custom Field Bulk Editor,custom-field-bulk-editor,16.72,8.29,4000,0,0,3.53,34,4.9,4.9
Press Elements &#8211; Widgets for Elementor,press-elements,16.69,9.9,20000,0,0,2.89,18,3.9,3.9
Top Bar,top-bar,16.68,9.21,10000,0,0,3.47,32,4.0,4.0
MobiLoud &#8211; WordPress Mobile App &#8211; Convert your WordPress Website to Native Mobile Apps,mobiloud-mobile-app-plugin,16.62,7.6,2000,0,0,4.62,101,4.4,4.4
Genesis Custom Footer,genesis-custom-footer,16.62,9.21,10000,0,0,2.71,15,4.7,4.7
Cyr to Lat reloaded – transliteration of links and file names,cyr-and-lat,16.6,9.9,20000,0,0,2.4,11,4.3,4.3
ACF Photo Gallery Field,navz-photo-gallery,16.58,9.21,10000,0,0,2.77,16,4.6,4.6
Invite Anyone,invite-anyone,16.58,8.99,8000,0,0,3.09,22,4.5,4.5
OnePress Opt-In Panda,opt-in-panda,16.58,8.29,4000,0,0,3.78,44,4.5,4.5
Testimonial – Best Testimonial Slider Plugin for WordPress,testimonial-free,16.57,9.21,10000,0,0,3.26,26,4.1,4.1
Broadcast,threewp-broadcast,16.56,6.91,1000,0,0,4.85,128,4.8,4.8
Advanced Custom Fields Repeater &amp; Flexible Content Fields Collapser,advanced-custom-field-repeater-collapser,16.55,9.21,10000,0,0,2.64,14,4.7,4.7
Schema App Structured Data,schema-app-structured-data-for-schemaorg,16.54,9.21,10000,0,0,3.33,28,4.0,4.0
Sydney Toolbox,sydney-toolbox,16.52,11.51,100000,0,0,1.61,5,3.4,3.4
SearchIQ &#8211; The Search Solution,searchiq,16.51,6.91,1000,0,0,4.7,110,4.9,4.9
Frontend Dashboard,frontend-dashboard,16.5,6.91,1000,0,0,4.6,99,5.0,5.0
Paytium: Mollie payment forms &amp; donations,paytium,16.5,8.01,3000,0,0,3.5,33,5.0,5.0
WP Private Content Plus,wp-private-content-plus,16.45,9.1,9000,0,0,3.04,21,4.3,4.3
"Contact Form Builder, Contact Widget",contact-forms-builder,16.43,8.99,8000,0,0,2.94,19,4.5,4.5
Testimonial Builder,testimonial-builder,16.4,8.29,4000,0,0,3.61,37,4.5,4.5
Smart WooCommerce Search,smart-woocommerce-search,16.39,8.7,6000,0,0,2.89,18,4.8,4.8
tao-schedule-update,tao-schedule-update,16.38,8.52,5000,0,0,3.26,26,4.6,4.6
Smart Grid-Layout Design for Contact Form 7,cf7-grid-layout,16.35,9.1,9000,0,0,2.94,19,4.3,4.3
WooCommerce Easy Booking,woocommerce-easy-booking-system,16.35,8.52,5000,0,0,3.43,31,4.4,4.4
Frontier Post,frontier-post,16.34,7.6,2000,0,0,4.04,57,4.7,4.7
Quick Contact Form,quick-contact-form,16.33,8.7,6000,0,0,2.83,17,4.8,4.8
Advanced Custom Fields: Gravityforms Add-on,acf-gravityforms-add-on,16.31,9.21,10000,0,0,2.4,11,4.7,4.7
WPSSO Schema JSON-LD Markup for Google Rich Results SEO and Pinterest Rich Pins,wpsso-schema-json-ld,16.3,8.01,3000,0,0,3.69,40,4.6,4.6
Gator Forms: the WordPress Contact Form with bite!,pwebcontact,16.3,8.29,4000,0,0,3.81,45,4.2,4.2
Revisionize,revisionize,16.29,8.29,4000,0,0,3.0,20,5.0,5.0
NP Quote Request WooCommerce,woo-rfq-for-woocommerce,16.29,7.6,2000,0,0,3.69,40,5.0,5.0
Kama Thumbnail,kama-thumbnail,16.29,9.1,9000,0,0,2.48,12,4.7,4.7
Title and Nofollow For Links,title-and-nofollow-for-links,16.28,9.21,10000,0,0,2.77,16,4.3,4.3
Zotabox &#8211; 20+ Promotional Sales tools to boost your subscribers and sales,zotabox,16.26,8.01,3000,0,0,3.56,35,4.7,4.7
WP-Property &#8211; WordPress Powered Real Estate and Property Management,wp-property,16.25,8.52,5000,0,0,4.33,76,3.4,3.4
Mailjet Email Newsletter Marketing,mailjet-for-wordpress,16.25,9.21,10000,0,0,3.04,21,4.0,4.0
Testimonials,super-testimonial,16.18,8.7,6000,0,0,2.48,12,5.0,5.0
WordPress Email Marketing Plugin &#8211; WP Email Capture,wp-email-capture,16.15,8.85,7000,0,0,3.0,20,4.3,4.3
WordPress Tooltips,wordpress-tooltips,16.12,8.29,4000,0,0,3.83,46,4.0,4.0
ACF Code Field,acf-code-field,16.1,9.1,9000,0,0,2.2,9,4.8,4.8
Custom Instagram Feed,easy-instagram-feed,16.1,8.7,6000,0,0,3.0,20,4.4,4.4
Jobs for WordPress,job-postings,16.07,8.01,3000,0,0,3.37,29,4.7,4.7
Easy WP Meta Description,easy-wp-meta-description,16.07,8.99,8000,0,0,2.08,8,5.0,5.0
UsersWP &#8211; User Profile &amp; Registration,userswp,16.05,8.52,5000,0,0,3.14,23,4.4,4.4
Flash Toolkit,flash-toolkit,16.0,10.31,30000,0,0,0.69,2,5.0,5.0
Divi Supreme Modules,supreme-modules-for-divi,16.0,9.21,10000,0,0,1.79,6,5.0,5.0
Import Settings into WordPress SEO by Yoast,yoast-seo-settings-xml-csv-import,16.0,9.9,20000,0,0,1.1,3,5.0,5.0
WooPrice Calculator,woo-price-calculator,16.0,7.6,2000,0,0,3.4,30,5.0,5.0
CB Custom Beaver Builder Modules,cb-custom-modules,16.0,8.29,4000,0,0,2.71,15,5.0,5.0
Permalinks Customizer,permalinks-customizer,16.0,8.29,4000,0,0,3.4,30,4.3,4.3
Colorbox Panels,colorbox-panels,15.99,7.6,2000,0,0,3.69,40,4.7,4.7
Essential Real Estate,essential-real-estate,15.97,8.29,4000,0,0,3.18,24,4.5,4.5
Styler for WPForms,styler-for-wpforms,15.94,8.7,6000,0,0,2.64,14,4.6,4.6
Simple URLs,simple-urls,15.93,8.99,8000,0,0,2.94,19,4.0,4.0
Portfolio,tlp-portfolio,15.93,8.29,4000,0,0,2.83,17,4.8,4.8
Ultimate Reviews,ultimate-reviews,15.92,8.01,3000,0,0,3.71,41,4.2,4.2
WPCargo Track &amp; Trace,wpcargo,15.91,8.52,5000,0,0,2.89,18,4.5,4.5
Category and Taxonomy Image,wp-custom-taxonomy-image,15.89,8.85,7000,0,0,2.83,17,4.2,4.2
AudioIgniter,audioigniter,15.88,8.29,4000,0,0,2.89,18,4.7,4.7
JS Support Ticket,js-support-ticket,15.87,8.01,3000,0,0,3.76,43,4.1,4.1
WP REST API Controller,wp-rest-api-controller,15.85,8.85,7000,0,0,2.4,11,4.6,4.6
"GetSiteControl &#8211; WordPress Popups, Email Optin Forms, Website Surveys &amp; Live Chat Widget",getsitecontrol,15.84,8.85,7000,0,0,2.89,18,4.1,4.1
Logo Slider and Showcase,wp-logo-showcase,15.84,9.1,9000,0,0,2.64,14,4.1,4.1
Block Lab,block-lab,15.78,7.6,2000,0,0,3.18,24,5.0,5.0
WP Event Manager,wp-event-manager,15.78,8.01,3000,0,0,3.18,24,4.6,4.6
SpeakOut! Email Petitions,speakout,15.75,8.01,3000,0,0,3.04,21,4.7,4.7
JSON API User,json-api-user,15.75,8.52,5000,0,0,2.83,17,4.4,4.4
Gravity Forms Constant Contact,gravity-forms-constant-contact,15.75,9.21,10000,0,0,2.64,14,3.9,3.9
Contact Form 7 &#8211; Post Fields,cf7-post-fields,15.74,7.6,2000,0,0,3.14,23,5.0,5.0
Chatra Live Chat + Cart Saver,chatra-live-chat,15.69,8.29,4000,0,0,2.4,11,5.0,5.0
Advanced Dynamic Pricing for WooCommerce,advanced-dynamic-pricing-for-woocommerce,15.68,8.01,3000,0,0,2.77,16,4.9,4.9
DCO Insert Analytics Code,dco-insert-analytics-code,15.65,8.85,7000,0,0,1.79,6,5.0,5.0
WP Twilio Core,wp-twilio-core,15.65,8.7,6000,0,0,1.95,7,5.0,5.0
Custom Login Logo,custom-login-logo,15.65,8.99,8000,0,0,2.56,13,4.1,4.1
Product Options and Price Calculation Formulas for WooCommerce – Uni CPO,uni-woo-custom-product-options,15.63,7.6,2000,0,0,3.43,31,4.6,4.6
File Gallery,file-gallery,15.62,8.85,7000,0,0,2.56,13,4.2,4.2
Date and Time Picker Field,acf-field-date-time-picker,15.62,9.21,10000,0,0,2.71,15,3.7,3.7
"MembershipWorks &#8211; Membership, Events &amp; Directory",memberfindme,15.6,7.6,2000,0,0,3.5,33,4.5,4.5
Advanced Comment Form,comment-form,15.6,8.29,4000,0,0,2.3,10,5.0,5.0
Save Abandoned Carts &#8211; WooCommerce Live Checkout Field Capture,woo-save-abandoned-carts,15.6,7.6,2000,0,0,3.0,20,5.0,5.0
SAR Friendly SMTP,sar-friendly-smtp,15.6,7.6,2000,0,0,3.4,30,4.6,4.6
Date Time Picker Field,date-time-picker-field,15.56,8.29,4000,0,0,2.56,13,4.7,4.7
IMPress for IDX Broker,idx-broker-platinum,15.56,9.1,9000,0,0,3.26,26,3.2,3.2
Contact Form &amp; Lead Form Builder,lead-form-builder,15.56,9.21,10000,0,0,1.95,7,4.4,4.4
Woocommerce Login / Signup Lite,woocommerce-login-and-registration,15.53,8.29,4000,0,0,3.33,28,3.9,3.9
SupportCandy,supportcandy,15.5,7.6,2000,0,0,3.3,27,4.6,4.6
Back In Stock Notifier for WooCommerce | WooCommerce Waitlist Pro,back-in-stock-notifier-for-woocommerce,15.49,7.6,2000,0,0,2.89,18,5.0,5.0
"WooCommerce PDF Builder, Create invoices, packing slips and more",woo-pdf-invoice-builder,15.49,6.91,1000,0,0,3.78,44,4.8,4.8
Team,team-showcase,15.49,8.99,8000,0,0,2.4,11,4.1,4.1
Call for Price for WooCommerce,woocommerce-call-for-price,15.49,8.29,4000,0,0,3.0,20,4.2,4.2
Directorist &#8211; Business Directory Plugin,directorist,15.48,7.6,2000,0,0,3.18,24,4.7,4.7
Booking Activities,booking-activities,15.45,6.91,1000,0,0,3.64,38,4.9,4.9
Easy Accordion &#8211; Best Accordion FAQ Plugin for WordPress,easy-accordion-free,15.44,8.29,4000,0,0,2.94,19,4.2,4.2
Contact Form by FormGet – Best Form Builder Plugin for WordPress,formget-contact-form,15.44,9.21,10000,0,0,3.33,28,2.9,2.9
Query Wrangler,query-wrangler,15.43,6.91,1000,0,0,3.53,34,5.0,5.0
Oi Yandex.Maps for WordPress,oi-yamaps,15.42,8.85,7000,0,0,2.56,13,4.0,4.0
Advanced Forms,advanced-forms,15.37,7.6,2000,0,0,2.77,16,5.0,5.0
Dynamic Conditions,dynamicconditions,15.37,7.6,2000,0,0,2.77,16,5.0,5.0
Search by ID,search-by-id,15.37,7.6,2000,0,0,2.77,16,5.0,5.0
WP Featured Content and Slider,wp-featured-content-and-slider,15.37,8.29,4000,0,0,2.08,8,5.0,5.0
FG Drupal to WordPress,fg-drupal-to-wp,15.34,6.91,1000,0,0,3.93,51,4.5,4.5
WooCommerce Product Custom Options Lite,woocommerce-custom-options-lite,15.33,7.6,2000,0,0,3.33,28,4.4,4.4
Page Generator,page-generator,15.33,7.6,2000,0,0,3.33,28,4.4,4.4
Custom Searchable Data Entry System,custom-searchable-data-entry-system,15.32,7.6,2000,0,0,3.22,25,4.5,4.5
WooCommerce Custom Payment Gateway,woocommerce-other-payment-gateway,15.31,8.52,5000,0,0,2.2,9,4.6,4.6
WPD Beaver Builder Additions,wpd-bb-additions,15.31,8.01,3000,0,0,2.3,10,5.0,5.0
WPC Smart Compare for WooCommerce,woo-smart-compare,15.3,8.29,4000,0,0,2.71,15,4.3,4.3
IntelliWidget Per Page Custom Menus and Dynamic Content,intelliwidget-per-page-featured-posts-and-menus,15.3,7.6,2000,0,0,3.0,20,4.7,4.7
Woo Custom Emails Per Product,woo-custom-emails-per-product,15.29,8.29,4000,0,0,2.4,11,4.6,4.6
Glossary,glossary-by-codeat,15.27,6.91,1000,0,0,3.66,39,4.7,4.7
Contact Form 7 Campaign Monitor Extension,contact-form-7-campaign-monitor-extension,15.27,8.29,4000,0,0,3.18,24,3.8,3.8
Responsive Filterable Portfolio,responsive-filterable-portfolio,15.27,8.01,3000,0,0,2.56,13,4.7,4.7
Staff List,staff-list,15.25,8.01,3000,0,0,2.64,14,4.6,4.6
Request Form for Zendesk,zendesk-request-form,15.24,7.6,2000,0,0,2.64,14,5.0,5.0
Dynamic User Directory,dynamic-user-directory,15.24,6.91,1000,0,0,3.33,28,5.0,5.0
Just Custom Fields,just-custom-fields,15.21,8.01,3000,0,0,2.71,15,4.5,4.5
Weight Tracker,weight-loss-tracker,15.2,6.8,900,0,0,3.4,30,5.0,5.0
HTML Contact Form,html-contact-form,15.2,6.91,1000,0,0,3.5,33,4.8,4.8
WC &#8211; APG NIF/CIF/NIE Field,wc-apg-nifcifnie-field,15.2,8.01,3000,0,0,2.2,9,5.0,5.0
(Simply) Guest Author Name,guest-author-name,15.2,8.01,3000,0,0,2.4,11,4.8,4.8
WordPress Project Management by UpStream,upstream,15.19,6.91,1000,0,0,3.78,44,4.5,4.5
Multisite Post Duplicator,multisite-post-duplicator,15.16,6.91,1000,0,0,3.56,35,4.7,4.7
Simple CSV/XLS Exporter,simple-csv-xls-exporter,15.16,8.29,4000,0,0,2.56,13,4.3,4.3
Genesis Author Pro,genesis-author-pro,15.14,8.29,4000,0,0,1.95,7,4.9,4.9
Obfuscate Email,obfuscate-email,15.11,9.21,10000,0,0,2.3,10,3.6,3.6
Add to Cart Button Custom Text,add-to-cart-button-custom-text,15.11,8.52,5000,0,0,1.79,6,4.8,4.8
Contact Form 7 Polylang Module,cf7-polylang,15.1,8.7,6000,0,0,2.3,10,4.1,4.1
Gravity Slider Fields,gravity-slider-fields,15.09,8.01,3000,0,0,2.08,8,5.0,5.0
WordPress Contact Forms by Cimatti,contact-forms,15.01,8.01,3000,0,0,2.71,15,4.3,4.3
Product Input Fields for WooCommerce,product-input-fields-for-woocommerce,15.0,8.01,3000,0,0,2.2,9,4.8,4.8
"WP User &#8211; Custom Registration Forms, Login and User Profile",wp-user,15.0,6.91,1000,0,0,3.3,27,4.8,4.8
WooCommerce Cart Stock Reducer,woocommerce-cart-stock-reducer,14.98,6.91,1000,0,0,3.37,29,4.7,4.7
Pop-Up CC,pop-up,14.97,8.29,4000,0,0,2.77,16,3.9,3.9
WP Custom Fields Search,wp-custom-fields-search,14.95,8.52,5000,0,0,3.14,23,3.3,3.3
ACF Post-2-Post,post-2-post-for-acf,14.95,6.91,1000,0,0,3.04,21,5.0,5.0
Bulk Edit Posts and Products in Spreadsheet,wp-sheet-editor-bulk-spreadsheet-editor-for-posts-and-pages,14.95,6.91,1000,0,0,3.64,38,4.4,4.4
WooCommerce Pay Per Post,woocommerce-pay-per-post,14.94,6.91,1000,0,0,3.43,31,4.6,4.6
Shortcodes Anywhere or Everywhere,jonradio-shortcodes-anywhere-or-everywhere,14.91,8.01,3000,0,0,2.3,10,4.6,4.6
Subscriber by BestWebSoft,subscriber,14.91,8.01,3000,0,0,2.3,10,4.6,4.6
ACF RGBA Color Picker,acf-rgba-color-picker,14.9,8.29,4000,0,0,1.61,5,5.0,5.0
Flo Forms &#8211; Easy Drag &amp; Drop Form Builder,flo-forms,14.9,9.21,10000,0,0,0.69,2,5.0,5.0
WP Ultimate Post Grid,wp-ultimate-post-grid,14.88,8.01,3000,0,0,2.77,16,4.1,4.1
Membership by Supsystic,membership-by-supsystic,14.87,6.91,1000,0,0,3.26,26,4.7,4.7
Lazy Blocks &#8211; Gutenberg Blocks Constructor,lazy-blocks,14.85,6.91,1000,0,0,3.04,21,4.9,4.9
WooCommerce Product Table Super Fast,woo-product-table,14.84,7.6,2000,0,0,2.64,14,4.6,4.6
Custom Search by BestWebSoft,custom-search-plugin,14.83,7.6,2000,0,0,3.33,28,3.9,3.9
Custom WooCommerce Checkout Fields Editor,add-fields-to-checkout-page-woocommerce,14.8,8.01,3000,0,0,1.79,6,5.0,5.0
ACF-VC Integrator,acf-vc-integrator,14.8,8.01,3000,0,0,1.79,6,5.0,5.0
